symbol,date,news_volume,news_tone
ETHUSDT,2022-08-16,20,-0.17209382387621294
ETHUSDT,2022-08-17,23,0.864870025493764
ETHUSDT,2022-08-18,31,1.4699001429415011
ETHUSDT,2022-08-19,43,0.46926003435988867
ETHUSDT,2022-08-20,9,-0.99555726407925094
ETHUSDT,2022-08-21,9,-1.3976991016204248
ETHUSDT,2022-08-22,27,0.65764280516866214
ETHUSDT,2022-08-23,31,0.19478521057077258
ETHUSDT,2022-08-24,24,0.48500318823261557
ETHUSDT,2022-08-25,36,0.58619971189383591
ETHUSDT,2022-08-26,27,0.5637373356242078
ETHUSDT,2022-08-27,22,-0.55656686574075986
ETHUSDT,2022-08-28,9,-0.61424143568042222
ETHUSDT,2022-08-29,18,-0.85468892324062939
ETHUSDT,2022-08-30,31,-0.25968705829526678
ETHUSDT,2022-08-31,21,1.406233087627563
ETHUSDT,2022-09-01,18,-0.713748614371457
ETHUSDT,2022-09-02,20,-0.36403576421880912
ETHUSDT,2022-09-03,7,-2.11805600346712
ETHUSDT,2022-09-04,9,1.8136132869001884
ETHUSDT,2022-09-05,33,-0.987449609213445
ETHUSDT,2022-09-06,45,-0.4606480294324159
ETHUSDT,2022-09-07,45,-0.17192698831449379
ETHUSDT,2022-09-08,32,0.054692958259356619
ETHUSDT,2022-09-09,57,0.2429522850344279
ETHUSDT,2022-09-10,12,-0.84027399937427993
ETHUSDT,2022-09-11,13,0.53386392529987947
ETHUSDT,2022-09-12,41,-0.043749210245167217
ETHUSDT,2022-09-13,57,0.704852343481367
ETHUSDT,2022-09-14,66,-0.24507921096636834
ETHUSDT,2022-09-15,233,0.38180919638180416
ETHUSDT,2022-09-16,83,0.36991732608038158
ETHUSDT,2022-09-17,20,-0.23028839893752046
ETHUSDT,2022-09-18,17,-1.1958326924419489
ETHUSDT,2022-09-19,47,-0.74111970891113244
ETHUSDT,2022-09-20,33,-0.036935085608836848
ETHUSDT,2022-09-21,28,-0.33448136319816979
ETHUSDT,2022-09-22,28,-0.12758189410985116
ETHUSDT,2022-09-23,35,0.33950035736341677
ETHUSDT,2022-09-24,19,0.42112623277535277
ETHUSDT,2022-09-25,7,-0.47152829929761175
ETHUSDT,2022-09-26,20,-0.57548102334703488
ETHUSDT,2022-09-27,31,1.0974106394993495
ETHUSDT,2022-09-28,21,1.5249467886443719
ETHUSDT,2022-09-29,27,2.4201254635727096
ETHUSDT,2022-09-30,22,-0.1669655187759265
ETHUSDT,2022-10-01,5,-1.8884155538387959
ETHUSDT,2022-10-02,20,-0.33048728947484896
ETHUSDT,2022-10-03,90,-0.48769462337050473
ETHUSDT,2022-10-04,88,-0.556820018956363
ETHUSDT,2022-10-05,24,0.82168569704317884
ETHUSDT,2022-10-06,13,0.3510137277791322
ETHUSDT,2022-10-07,28,0.41516358567047024
ETHUSDT,2022-10-08,6,-1.4602300748440833
ETHUSDT,2022-10-09,7,-1.8592778658661668
ETHUSDT,2022-10-10,13,-0.12273108833369013
ETHUSDT,2022-10-11,24,1.2692070460090787
ETHUSDT,2022-10-12,34,0.58480940126040093
ETHUSDT,2022-10-13,25,0.69853141871331592
ETHUSDT,2022-10-14,14,-0.40507839081654506
ETHUSDT,2022-10-15,11,-0.054092403528974042
ETHUSDT,2022-10-16,9,-0.14396804740763311
ETHUSDT,2022-10-17,13,0.18068093984511066
ETHUSDT,2022-10-18,28,1.1050817263673594
ETHUSDT,2022-10-19,24,2.2932547216940646
ETHUSDT,2022-10-20,26,-0.20068469829457791
ETHUSDT,2022-10-21,27,0.99174787595646841
ETHUSDT,2022-10-22,6,-1.0541758788272733
ETHUSDT,2022-10-23,4,0.43244067025027988
ETHUSDT,2022-10-24,11,0.19069047253592278
ETHUSDT,2022-10-25,16,2.23042145795113
ETHUSDT,2022-10-26,16,0.1401532841417007
ETHUSDT,2022-10-27,13,1.5480681902195887
ETHUSDT,2022-10-28,13,2.0662622165166566
ETHUSDT,2022-10-29,12,1.4671741057149856
ETHUSDT,2022-10-30,3,-0.53420684459988532
ETHUSDT,2022-10-31,6,-0.89428460535272847
ETHUSDT,2022-11-01,11,0.54896789037467575
ETHUSDT,2022-11-02,19,0.039884928831541683
ETHUSDT,2022-11-03,26,0.68924439666320625
ETHUSDT,2022-11-04,7,-0.30626053852374596
ETHUSDT,2022-11-05,6,1.5113490762182233
ETHUSDT,2022-11-06,5,1.1009917926405812
ETHUSDT,2022-11-07,12,-0.68092031565631317
ETHUSDT,2022-11-08,12,-1.6757772976602179
ETHUSDT,2022-11-09,21,-0.65294625216447266
ETHUSDT,2022-11-10,98,1.6467652193652385
ETHUSDT,2022-11-12,8,-0.056881490707579863
ETHUSDT,2022-11-13,7,-1.0134000712253621
ETHUSDT,2022-11-14,9,-2.2553630652078636
ETHUSDT,2022-11-15,18,0.22365505029578026
ETHUSDT,2022-11-16,29,0.45208664868321036
ETHUSDT,2022-11-17,37,0.0767059712214928
ETHUSDT,2022-11-18,5,0.86470185130600918
ETHUSDT,2022-11-19,13,1.3281066148268066
